10	11	100	500	50	0	1	0	-0.0236900000000000	0	1	0	0	0	0	1	0	0	0	0	0	0	0
10	12	100	500	50	552.310000000000	1	0.00401000000000000	0.0509800000000000	6.65277000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
11	1008	100	500	50	354	1	0.00275000000000000	0.0338400000000000	4.18880000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
12	15	100	500	50	393.930000000000	1	0.00307000000000000	0.0374500000000000	4.66870000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
15	19	100	500	50	170.550000000000	1	0.00138000000000000	0.0165400000000000	1.99390000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
100	200	100	330	50	550	1	0.0233300000000000	0.168180000000000	2.08075000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
100	200	100	330	50	550	1	0.0233300000000000	0.168180000000000	2.08075000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
115	117	100	220	50	142	1	0.0118240000000000	0.0864030000000000	0.266160000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
117	118	100	220	50	122.400000000000	1	0.0101920000000000	0.0744770000000000	0.229420000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
200	210	100	330	50	0	1	0.000230000000000000	0.00168000000000000	0.0208100000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
200	211	100	330	50	0	1	0.000230000000000000	0.00168000000000000	0.0208100000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
200	213	100	330	50	0	1	0.000230000000000000	0.00168000000000000	0.0280800000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
200	224	100	330	50	0	1	2.00000000000000e-05	0.000140000000000000	0.00178000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
220	230	100	132	50	5.70000000000000	1	0.00317000000000000	0.0124300000000000	0.00290000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
220	300	100	132	50	121.500000000000	1	0.0676400000000000	0.264980000000000	0.0618600000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
220	494	100	132	50	14.5000000000000	1	0.00807000000000000	0.0316200000000000	0.00737000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
221	246	100	132	50	12.9000000000000	1	0.00628600000000000	0.0255940000000000	0.00595000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
221	246	100	132	50	12.9000000000000	1	0.00628600000000000	0.0255940000000000	0.00595000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
221	272	100	132	50	13.4000000000000	1	0.00738000000000000	0.0313800000000000	7.00000000000000e-05	1	0	0	0	0	1	0	0	0	0	0	0	0
221	275	100	132	50	43.3400000000000	1	0.0236700000000000	0.0938400000000000	0.0230800000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
230	240	100	132	50	62	1	0.0430600000000000	0.142330000000000	0.0310200000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
240	243	100	132	50	21.8000000000000	1	0.0112800000000000	0.0340700000000000	0.00756000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
240	250	100	132	50	112	1	0.0777800000000000	0.257120000000000	0.0560300000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
243	258	100	132	50	7.30000000000000	1	0.00406000000000000	0.0159200000000000	0.00371000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
250	402	100	132	50	134.820000000000	1	0.0750555000000000	0.294030000000000	0.0685200000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
253	259	100	132	50	24	1	0.0131130000000000	0.0523000000000000	0.0126900000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
253	259	100	132	50	24	1	0.0131130000000000	0.0523000000000000	0.0126900000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
254	256	100	33	50	0	1	0.00841000000000000	0.00873000000000000	0.0110700000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
255	257	100	33	50	0	1	0.0116000000000000	0.0100000000000000	0.00745000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
264	266	100	132	50	28.4000000000000	1	0.0254300000000000	0.0635700000000000	0.0142100000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
266	271	100	132	50	128	1	0.145140000000000	0.285420000000000	0.0587000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
280	281	100	13.2000000000000	50	6	1	2	1.31596000000000	0	1	0	0	0	0	1	0	0	0	0	0	0	0
281	282	100	13.2000000000000	50	4.50000000000000	1	1.82593000000000	0.981400000000000	0	1	0	0	0	0	1	0	0	0	0	0	0	0
300	310	100	132	50	31	1	0.0325600000000000	0.0693900000000000	0.0148600000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
300	320	100	132	50	110.300000000000	1	0.0652000000000000	0.249420000000000	0.0561600000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
311	402	100	132	50	44.4900000000000	1	0.0247680000000000	0.0970300000000000	0.0226100000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
311	490	100	132	50	120.290000000000	1	0.0669660000000000	0.262340000000000	0.0611400000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
320	322	100	132	50	23	1	0.0136000000000000	0.0520100000000000	0.0117100000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
330	2222	100	132	50	2.70000000000000	1	0.00390000000000000	0.0152700000000000	0.00356000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
400	401	100	132	50	0.500000000000000	1	0.000280000000000000	0.00109000000000000	0.000250000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
400	460	100	132	50	138	1	0.152070000000000	0.356400000000000	0.0602800000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
400	490	100	132	50	6.90000000000000	1	0.00384000000000000	0.0150500000000000	0.00351000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
403	448	100	132	50	44	1	0.0300520000000000	0.104396000000000	0.0212900000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
403	465	100	132	50	16.2000000000000	1	0.0110650000000000	0.0384370000000000	0.00784000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
404	405	100	132	50	20.5000000000000	1	0.0140010000000000	0.0469440000000000	0.0103100000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
404	444	100	132	50	19.6000000000000	1	0.0147920000000000	0.0448830000000000	0.00986000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
404	449	100	132	50	8	1	0.00603800000000000	0.0183200000000000	0.00402000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
410	416	100	66	50	31.7100000000000	1	0.254840000000000	0.282640000000000	0.00400000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
413	517	100	33	50	0	1	0.00676800000000000	0.00468100000000000	0.00998000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
417	418	100	35	50	6.30000000000000	1	0.102860000000000	0.171260000000000	0.000260000000000000	1	0	0	0	0	1	0	0	0	0	0	0	0
